    1003 TRINITROETHYLORTHOCARBONATE     9C   8H  12N  28O   0    0   -250 .0664]
    1004 TRINITROFLUOROMETHANE           1C   6O   3N   1F   0    0   -311 .0000]
    1005 TRINITROHYDROXYBUTYRICACID      4C   5H   3N   9O   0    0   -678 .0000]
    1006 TRINITROMETHANE                 1C   1H   6O   3N   0    0   -108 .0000]
    1007 TRINITROMETHANE (NITROFORM)     1C   1H   3N   6O   0    0    -61 .0576]
    1008 TRINITROPHENYLMETHYLNITRAMINE   7C   5H   5N   8O   0    0     16 .0000]
    1009 TRIS(1-(2-ETHYL)-AZIRIDINYL)   21C  27H   3O   3N   0    0   -154 .0000]
+   1010      BENZENE                                                           ]
    1011 TRIS(AMMONIA)DECABORANE(14)    10B  23H   3N   0    0    0   -530 .0000]
    1012 TRIS(DIFLUORAMINO)PROPANE      14H   9C   6N   3O  12F   0   -411 .0556]
    1013 TRIS(DIFLUOROAMINO)BUTANE       4C   7H   6F   3N   0    0   -273 .0433]
    1014 TRIS(DIFLUOROAMINO)FLUOROMETHA  1C   7F   3N   0    0    0   -248 .0000]
    1015 TRISDIFLUOROAMINOFLUOROMETHAN   1C   7F   3N   0    0    0   -281 .0563]
    1016 TUNGSTEN (PURE CRYSTALINE)      1W   0    0    0    0    0      0 .6969]
    1017 TUNGSTEN CARBONYL   JAX78/5168  1W   6C   6O   0    0    0   -645 .0000]
    1018 TUNGSTEN OXIDE                  1W   3O   0    0    0    0   -831 .0000]
    1019 TURPENTINE                     16H  10C   0    0    0    0   -118 .0298]
    1020 UNICEL-100                      5C  10H   2O   6N   0    0    500 .0546]
    1021 UNSYM-DIFLUOROUREA (UDFU)       1C   2H   2F   2N   1O   0   -705 .0000]
BD  1022 UNSYM-DIMETHYLHYDRAZINE (UDMH)  2C   8H   2N   0    0    0    198 .0283]
    1023 URANIUM                         1U   0    0    0    0    0      0 .6751]
    1024 URANIUM ALUMINUM (ALLOY)        2AL  1U   0    0    0    0    -76 .2939]
    1025 URANIUM ALUMINUM (ALLOY)        3AL  1U   0    0    0    0   -105 .2461]
    1026 URANIUM ALUMINUM (ALLOY)        4AL  1U   0    0    0    0   -129 .2163]
    1027 UREA                            1C   4H   1O   2N   0    0  -1326 .0482]
I   1028 UREA OXALATE                    3C   6H   5O   2N   0    0  -1740 .0750]
    1029 VANADIUM OXIDE                  5O   2V   0    0    0    0  -2488 .1212]
    1030 VITEL  (DIEBOLD)               35H  28C  10O   0    0    0  -1720 .0439]
    1031 VITEL 207 (LEE)                35H  28C  10O   0    0    0   -729 .2240]
G   1032 VITON A                       206H 274C 342F   0    0    0  -1890 .0658]
    1033 VITON-TEFLON (1/3 MIXTURE)     22H 100C 178F   0    0    0  -1895 .0730]
    1034 VITONA                         10C   7H  13F   0    0    0  -1801 .0650]
    1035 WATER                           2H   1O   0    0    0    0  -3792 .0361]
    1036 WITCO F17-47 (JOS)             10C   5O  16H   0    0    0  -1310 .0430]
    1037 XYLIDINE                        8C  11H   1N   0    0    0   -144 .0000]
    1038 YELLOW IRON OXIDE               2H   4O   2FE  0    0    0      0 .0000]
    1039 ZINC                            1ZN  0    0    0    0    0      0 .2578]
E   1040 ZIRCONIUM                       1ZR  0    0    0    0    0      0 .2311]
    1041 ZIRCONIUM BORIDE                2B   1ZR  0    0    0    0   -634 .2199]
    1042 ZIRCONIUM CARBIDE               1ZR  1C   0    0    0    0   -436 .2430]
    1043 ZIRCONIUM DIBORIDE              2B   1ZR  0    0    0    0   -680 .2200]
    1044 ZIRCONIUM HYDRIDE               2H   1ZR  0    0    0    0   -444 .2024]
    1045 ZL 320                        606C 969H  22N  90O   0    0   -579 .0373]
    1046 1,1,1-TRINITRO-2-HYDROXYBUTYRI  4C   5H   9O   3N   0    0   -684 .0000]
+   1047      C ACID                                                            ]
    1048 1,1,1-TRINTRO-4,4-BIS(DIFLUORO  5C   7H   6O   5N   4F   0   -197 .0000]
+   1049      AMION)PENTANE                                                     ]
    1050 1,1,1TRINITRO-2-HYDROXYBUTANOL  4C   7H   8O   3N   0    0   -373 .0000]
    1051 1,1-DIMETHYL HYDRAZINE NITRATE  2C   9H   3O   3N   0    0   -470 .0000]
    1052 1,2,4-BUTANETRIOL TRINITRATE    4C   7H   9O   3N   0    0   -386 .0538]
    1053 1,2-BIS(DIFLUOROAMINO)-2-METHY  4C   8H   2N   4F   0    0   -389 .0000]
+   1054      PROPANE                                                           ]
    1055 1,2-BIS(DIFLUOROAMINO)BUTANE    4C   8H   2N   4F   0    0   -341 .0000]
    1056 1,3,5-NITROXY-2-NITROAMINO-DIA  4C   7H   5O   5N   0    0   -156 .0000]
+   1057      ZACYCLOHEXENE                                                     ]
    1058 1-DIFLUOROAMINO-2,4,6-TRINITRO  6C   2H   6O   4N   2F   0     19 .0000]
+   1059      BENZENE                                                           ]
    1060 100DER321/43DEH14             810H 596C  22N 108O   0    0   -661 .0000]
    1061 1EA-5-85 (VICTOR)             378H 243C 102N  86O 205F   0   -538 .4630]
    1062 2 NITRO DIPHENYL AMINE         10H  12C   2O   2N   0    0    135 .0535]
    1063 2 NITRO DIPHENYL AMINE         10H  12C   2O   2N   0    0    135 .0535]
    1064 2'TDMECLO4 (INFO 635P)          3C   7H   1CL  6F   4N   5O  -345 .0650]
    1065 2'TDMEHCL (INFO 631C)           3C   7H   1CL  6F   4N   1O  -448 .0650]
    1066 2,2-4,4-6,6HEXANITROAZOBENZENE 12C   4H  12O   8N   0    0    135 .0000]
    1067 2,2-DINITRO-2-CHLOROETHANOL     2C   3H   5O   2N   1CL  0   -348 .0000]
    1068 2,3-BUTANEDIOL                  4C  10H   2O   0    0    0  -1445 .0000]
    1069 2,3DIFLUOROAMINO-2METHYLBUTANE  5C  10H   2N   4F   0    0   -336 .0000]
    1070 2,4-DINITROPHENOXY ETHANOL      8C   8H   6O   2N   0    0   -418 .0000]
    1071 2-FLUORO-2,3-DINITROETHANOL     2C   3H   5O   2N   1F   0   -741 .0000]
    1072 2-HYDROXY-4(2-HYDROXY-3-METHAC 20C  20H   6O   0    0    0   -722 .0000]
+   1073      RYLYLOXY)-PROPOXYBENZOPHONONE                                     ]
    1074 2-METHYL-5-VINYLTETRAZOLE       4C   6H   4N   0    0    0    586 .0000]
    1075 2-METHYL-5-VINYLTETRAZOLE     363C 541H  18O 341N   0    0    357 .0000]
+   1076      ACRYLIC ACID COPOLYMER(15:1)                                      ]
    1077 2-METHYL-5-VINYLTETRAZOLE/HYDR377C 580H  33O 311N   0    0    252 .0000]
+   1078      OXY-ETHYL-METHACRYLATE                                            ]
+   1079      CCPOLYMER (10:1)                                                  ]
    1080 222FLUORODINITROETHYL)ACRYLATE  5C   5H   6O   2N   1F   0   -668 .0000]
    1081 2METHYL5METHOXYETHYLETETRAZOLE358C 745H  57O 288N   0    0   -166 .0000]
    1082 2NITRO-5-HYDROXY-1,2,4TRIAZOLE  2C   2H   3O   4N   0    0   -238 .0000]
    1083 3-DIFLUOROAMINO-2,4,6-TRINITRO  7C   4H   6O   4N   2F   0     -7 .0000]
+   1084      TOLUENE                                                           ]
    1085 5-AMINOTETRAZOLE NITRATE        1C   4H   3O   6N   0    0    130 .0000]
    1086 5-AMINOTETRAZOLE PERCHLORATE    1C   4H   4O   5N   1CL  0    204 .0000]
    1087 5-NITROBARBITARIC ACID        176C 390H 320O 169N   0    0  -1625 .0000]
    1088 5HYDROXYETHYL11METHYLTETRAZOLE  4C   8H   1O   4N   0    0      7 .0000]
    1089 8C8H18F10N6O (FAPEMON)          8C   8H  18F  10N   6O   0   -273 .0000]
    1090 8C8H18F10N6O (FAPEMON)          8C   8H  18F  10N   6O   0   -240 .0000]
    1091 9C14H12F6N3O (TVOPA)            9C  14H  12F   6N   3O   0   -385 .0000]
    1092 9C14H12F6N3O (TVOPA)            9C  14H  12F   6N   3O   0   -430 .0554]
    1093 DEXTROSE (GLUCOSE)              6C  12H   6O   0    0    0  -1689 .0567]
    1094 SORBITOL                        6C  14H   6O   0    0    0  -1776 .0531]
    1095 BITUMEN (ASPHALT)              84C  11H   3O   1N   1S   0   -351 .0400]
    1096 CHARCOAL (OAK)                 71C   3H  13O   1N   0    0   -396 .0206]
    1097 CHARCOAL (MAPLE)               79C   3H  14O   0    0    0   -222 .0206]
    1098 EICOSANE (PARAFFIN)            20C  42H   0    0    0    0   -469 .0000]
    1099 PROPANE (NIST                   8H   3C   0    0    0    0   -568 .0000]
